Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (?),Revenue (?),Region
2025-01-09,AD003,Placements,LinkedIn,25–35 Age,153266,6717,1640,966,430,"? 1,53,150","? 20,13,145",Pan India
2025-01-10,AD003,Placements,LinkedIn,22–27 Age,70209,2239,511,331,185,"? 54,632","? 11,73,023",South India
2025-01-11,AD003,Placements,LinkedIn,22–27 Age,125823,6100,1244,598,263,"? 78,509","? 19,55,713",South India
2025-01-12,AD003,Placements,LinkedIn,25–35 Age,203716,6420,1047,499,199,"? 1,65,278","? 8,40,798",West India
2025-01-13,AD003,Placements,LinkedIn,22–27 Age,146482,4711,931,572,338,"? 1,41,930","? 21,74,372",North India
2025-01-14,AD003,Placements,LinkedIn,22–27 Age,266480,8507,1449,740,346,"? 1,79,057","? 26,25,758",Pan India
2025-01-15,AD003,Placements,LinkedIn,22–27 Age,119877,5157,853,489,196,"? 55,662","? 6,01,880",East India
2025-01-16,AD003,Placements,LinkedIn,25–35 Age,258617,11130,2706,1265,634,"? 2,20,389","? 39,69,228",East India
2025-01-17,AD003,Placements,LinkedIn,25–35 Age,286009,20719,3174,1988,1183,"? 1,59,981","? 50,16,567",North India
2025-01-18,AD003,Placements,LinkedIn,22–27 Age,143217,6695,1166,607,327,"? 67,854","? 15,47,241",South India
2025-01-19,AD003,Placements,LinkedIn,22–27 Age,72167,3593,602,351,197,"? 70,366","? 11,34,509",East India
2025-01-20,AD003,Placements,LinkedIn,22–27 Age,239490,16490,2821,1500,857,"? 2,31,253","? 25,91,071",Pan India
2025-01-21,AD003,Placements,LinkedIn,22–27 Age,114858,8995,2140,1042,585,"? 1,09,054","? 37,42,052",Pan India
2025-01-22,AD003,Placements,LinkedIn,25–35 Age,287469,15650,3709,1899,784,"? 2,53,283","? 28,74,025",West India
2025-01-23,AD003,Placements,LinkedIn,22–27 Age,160382,12822,2675,1467,670,"? 98,851","? 30,11,981",Pan India
2025-01-24,AD003,Placements,LinkedIn,22–27 Age,87341,6016,1290,669,315,"? 35,139","? 20,92,169",East India
2025-01-25,AD003,Placements,LinkedIn,22–27 Age,184938,6118,1450,865,478,"? 1,32,227","? 14,39,934",North India
2025-01-26,AD003,Placements,LinkedIn,22–27 Age,63670,3261,779,463,260,"? 57,921","? 18,10,451",North India
2025-01-27,AD003,Placements,LinkedIn,17–21 Age,182711,13431,2341,1427,816,"? 1,23,017","? 53,56,819",North India
2025-01-28,AD003,Placements,LinkedIn,17–21 Age,228212,18002,4371,2526,1404,"? 1,40,065","? 65,10,696",South India
2025-01-29,AD003,Placements,LinkedIn,25–35 Age,258910,20306,3105,1415,615,"? 1,96,117","? 45,20,782",East India
2025-01-30,AD003,Placements,LinkedIn,17–21 Age,90143,2803,540,314,175,"? 40,657","? 10,07,449",Pan India
2025-01-31,AD003,Placements,LinkedIn,22–27 Age,85144,3382,587,296,155,"? 42,903","? 5,64,840",Pan India
2025-02-01,AD003,Placements,LinkedIn,25–35 Age,247492,18132,4384,2710,1613,"? 1,89,072","? 63,67,802",East India
2025-02-02,AD003,Placements,LinkedIn,25–35 Age,131901,8460,1385,816,412,"? 1,23,943","? 25,36,624",East India
2025-02-03,AD003,Placements,LinkedIn,25–35 Age,228466,8425,1286,782,385,"? 1,69,210","? 11,94,708",East India
2025-02-04,AD003,Placements,LinkedIn,17–21 Age,224736,14914,3722,2167,1264,"? 2,17,968","? 39,57,313",West India
2025-02-05,AD003,Placements,LinkedIn,25–35 Age,169022,13204,3261,1590,892,"? 1,47,597","? 27,27,577",West India
2025-02-06,AD003,Placements,LinkedIn,17–21 Age,171440,12089,2871,1782,734,"? 1,18,812","? 26,81,533",North India
2025-02-07,AD003,Placements,LinkedIn,25–35 Age,157459,9897,2312,1209,650,"? 1,42,697","? 28,25,372",North India
2025-02-08,AD003,Placements,LinkedIn,22–27 Age,65423,3275,709,417,179,"? 31,628","? 6,42,831",Pan India
2025-02-09,AD003,Placements,LinkedIn,25–35 Age,194699,6867,1321,634,310,"? 1,38,100","? 22,51,051",East India
2025-02-10,AD003,Placements,LinkedIn,17–21 Age,258921,15451,3155,1580,846,"? 1,23,849","? 29,90,117",South India
2025-02-11,AD003,Placements,LinkedIn,22–27 Age,127232,9034,1736,1112,517,"? 1,11,617","? 33,67,905",East India
2025-02-12,AD003,Placements,LinkedIn,17–21 Age,183701,10838,1745,807,469,"? 1,63,800","? 29,78,653",Pan India
2025-02-13,AD003,Placements,LinkedIn,17–21 Age,61637,4452,790,460,264,"? 35,763","? 18,37,128",South India
2025-02-14,AD003,Placements,LinkedIn,17–21 Age,115475,6434,1594,911,456,"? 55,075","? 15,36,942",East India
2025-02-15,AD003,Placements,LinkedIn,17–21 Age,242487,10557,1644,940,476,"? 1,37,455","? 26,58,068",North India
2025-02-16,AD003,Placements,LinkedIn,25–35 Age,236585,7923,1495,848,467,"? 1,29,801","? 30,83,696",East India
2025-02-17,AD003,Placements,LinkedIn,22–27 Age,109605,8284,1935,1132,663,"? 61,086","? 28,30,035",Pan India
2025-02-18,AD003,Placements,LinkedIn,17–21 Age,59185,4390,1044,588,283,"? 39,768","? 15,48,093",North India
2025-02-19,AD003,Placements,LinkedIn,17–21 Age,183593,5650,1015,541,288,"? 78,874","? 8,67,565",Pan India
2025-02-20,AD003,Placements,LinkedIn,22–27 Age,115658,6141,1182,685,302,"? 81,668","? 20,31,836",South India
2025-02-21,AD003,Placements,LinkedIn,25–35 Age,125536,6373,1242,763,414,"? 81,484","? 30,91,571",South India
2025-02-22,AD003,Placements,LinkedIn,25–35 Age,279784,19574,4822,2939,1343,"? 1,43,229","? 66,33,392",North India
2025-02-23,AD003,Placements,LinkedIn,22–27 Age,141610,8320,1667,1053,595,"? 71,547","? 42,97,340",South India
2025-02-24,AD003,Placements,LinkedIn,25–35 Age,145064,7505,1364,661,346,"? 74,278","? 11,81,975",South India
2025-02-25,AD003,Placements,LinkedIn,17–21 Age,298028,20642,4696,2781,1630,"? 2,84,889","? 1,15,77,296",East India
2025-02-26,AD003,Placements,LinkedIn,22–27 Age,82925,5003,1088,544,317,"? 49,214","? 24,10,737",East India
2025-02-27,AD003,Placements,LinkedIn,22–27 Age,113983,4651,940,445,184,"? 79,831","? 6,92,151",North India
2025-02-28,AD003,Placements,LinkedIn,25–35 Age,103093,3235,665,347,181,"? 70,780","? 12,58,576",North India
2025-03-01,AD003,Placements,LinkedIn,17–21 Age,53653,2463,459,282,149,"? 37,105","? 10,30,119",East India
2025-03-02,AD003,Placements,LinkedIn,17–21 Age,231442,13709,2805,1555,749,"? 2,07,424","? 40,28,445",West India
2025-03-03,AD003,Placements,LinkedIn,25–35 Age,134246,8250,1329,727,429,"? 78,290","? 23,46,719",West India
2025-03-04,AD003,Placements,LinkedIn,17–21 Age,131176,5409,1273,750,449,"? 67,190","? 33,26,521",South India
2025-03-05,AD003,Placements,LinkedIn,25–35 Age,75507,4191,800,373,220,"? 68,079","? 16,53,603",South India
2025-03-06,AD003,Placements,LinkedIn,22–27 Age,188977,11714,2647,1690,798,"? 1,13,365","? 50,29,868",East India
2025-03-07,AD003,Placements,LinkedIn,22–27 Age,252677,9888,1997,964,578,"? 1,05,631","? 37,00,569",North India
2025-03-08,AD003,Placements,LinkedIn,17–21 Age,146366,8269,1633,979,429,"? 1,08,116","? 26,25,145",East India
2025-03-09,AD003,Placements,LinkedIn,25–35 Age,134757,6182,1265,682,294,"? 74,427","? 13,68,571",West India
2025-03-10,AD003,Placements,LinkedIn,22–27 Age,258417,18909,4020,2269,1059,"? 1,40,622","? 73,67,765",North India
2025-03-11,AD003,Placements,LinkedIn,22–27 Age,209874,11904,2886,1634,908,"? 1,56,283","? 49,45,753",Pan India
2025-03-12,AD003,Placements,LinkedIn,17–21 Age,142999,4752,762,444,200,"? 92,319","? 7,95,253",Pan India
2025-03-13,AD003,Placements,LinkedIn,17–21 Age,250958,19914,4316,2505,1303,"? 1,01,671","? 42,00,194",Pan India
2025-03-14,AD003,Placements,LinkedIn,22–27 Age,286615,14860,3405,1582,809,"? 1,74,371","? 60,56,441",North India
2025-03-15,AD003,Placements,LinkedIn,17–21 Age,184520,9112,2248,1022,476,"? 93,561","? 29,41,653",North India
2025-03-16,AD003,Placements,LinkedIn,22–27 Age,143329,8242,2029,1135,533,"? 1,35,105","? 23,28,048",Pan India
2025-03-17,AD003,Placements,LinkedIn,17–21 Age,265195,10327,2049,1182,589,"? 1,79,629","? 47,03,748",South India
2025-03-18,AD003,Placements,LinkedIn,17–21 Age,122661,9777,2435,1113,594,"? 87,088","? 45,50,063",South India
2025-03-19,AD003,Placements,LinkedIn,25–35 Age,256063,19097,2939,1547,914,"? 2,01,254","? 51,72,876",East India
2025-03-20,AD003,Placements,LinkedIn,22–27 Age,107546,4153,907,465,194,"? 97,758","? 6,02,707",West India
2025-03-21,AD003,Placements,LinkedIn,25–35 Age,171811,7500,1283,812,351,"? 97,293","? 24,85,360",Pan India
2025-03-22,AD003,Placements,LinkedIn,25–35 Age,299755,10495,1933,948,547,"? 1,36,255","? 36,82,669",East India
2025-03-23,AD003,Placements,LinkedIn,25–35 Age,196757,9869,2126,1008,595,"? 1,88,439","? 40,32,011",North India
2025-03-24,AD003,Placements,LinkedIn,22–27 Age,99084,7882,1585,875,446,"? 56,260","? 34,03,229",Pan India
2025-03-25,AD003,Placements,LinkedIn,22–27 Age,151038,4667,856,417,238,"? 81,008","? 14,43,401",Pan India
2025-03-26,AD003,Placements,LinkedIn,22–27 Age,261569,10863,2582,1521,869,"? 2,45,885","? 36,87,397",Pan India
2025-03-27,AD003,Placements,LinkedIn,22–27 Age,242681,16801,3043,1834,1029,"? 2,37,908","? 76,86,272",Pan India
2025-03-28,AD003,Placements,LinkedIn,17–21 Age,141344,6626,1362,827,451,"? 1,34,142","? 18,33,932",South India
2025-03-29,AD003,Placements,LinkedIn,22–27 Age,229820,11047,2019,1120,565,"? 2,04,935","? 20,57,875",East India
2025-03-30,AD003,Placements,LinkedIn,25–35 Age,67576,2896,633,348,156,"? 59,665","? 7,61,452",North India
2025-03-31,AD003,Placements,LinkedIn,22–27 Age,203412,13404,3282,1607,645,"? 2,01,829","? 23,89,204",North India
2025-04-01,AD003,Placements,LinkedIn,22–27 Age,188004,6449,1209,590,328,"? 1,30,079","? 14,60,236",West India
2025-04-02,AD003,Placements,LinkedIn,22–27 Age,126338,5512,1277,670,387,"? 68,198","? 17,72,957",Pan India
2025-04-03,AD003,Placements,LinkedIn,22–27 Age,183191,6099,1415,770,397,"? 74,337","? 14,67,961",North India
2025-04-04,AD003,Placements,LinkedIn,22–27 Age,84849,3217,556,340,176,"? 58,482","? 13,79,402",Pan India
2025-04-05,AD003,Placements,LinkedIn,25–35 Age,197504,8509,1516,789,455,"? 1,04,867","? 33,05,229",Pan India
2025-04-06,AD003,Placements,LinkedIn,25–35 Age,69154,4707,1042,628,284,"? 35,917","? 12,54,290",West India
2025-04-07,AD003,Placements,LinkedIn,22–27 Age,289761,22640,4750,2972,1259,"? 1,78,162","? 48,00,374",Pan India
2025-04-08,AD003,Placements,LinkedIn,22–27 Age,110803,4456,876,468,219,"? 1,01,062","? 9,51,963",North India
2025-04-09,AD003,Placements,LinkedIn,22–27 Age,239425,15902,2926,1870,851,"? 1,48,343","? 58,72,468",North India
2025-04-10,AD003,Placements,LinkedIn,17–21 Age,70240,5540,925,577,307,"? 40,196","? 16,62,472",South India
2025-04-11,AD003,Placements,LinkedIn,25–35 Age,138678,6834,1173,590,294,"? 98,500","? 11,57,268",East India
2025-04-12,AD003,Placements,LinkedIn,22–27 Age,263247,19300,3627,2251,1126,"? 2,14,029","? 85,18,494",West India
2025-04-13,AD003,Placements,LinkedIn,17–21 Age,171458,10003,1964,1248,648,"? 93,165","? 47,78,047",East India
2025-04-14,AD003,Placements,LinkedIn,22–27 Age,172696,13622,2087,1215,682,"? 1,72,286","? 43,80,214",North India
2025-04-15,AD003,Placements,LinkedIn,17–21 Age,254916,18774,2891,1575,935,"? 1,66,573","? 58,19,811",Pan India
2025-04-16,AD003,Placements,LinkedIn,17–21 Age,297311,12824,2266,1065,566,"? 1,77,196","? 44,55,321",South India
2025-04-17,AD003,Placements,LinkedIn,22–27 Age,187876,14537,3326,1964,1057,"? 1,00,656","? 44,78,373",Pan India
2025-04-18,AD003,Placements,LinkedIn,17–21 Age,286470,17503,2821,1744,734,"? 2,14,087","? 23,64,929",South India
2025-04-19,AD003,Placements,LinkedIn,22–27 Age,162404,11970,2624,1217,633,"? 1,07,824","? 47,31,469",Pan India
2025-04-20,AD003,Placements,LinkedIn,25–35 Age,70773,2354,502,320,137,"? 37,945","? 6,41,297",South India
2025-04-21,AD003,Placements,LinkedIn,25–35 Age,92159,7283,1706,985,420,"? 83,018","? 31,55,987",West India
2025-04-22,AD003,Placements,LinkedIn,17–21 Age,214210,12044,2322,1116,510,"? 92,410","? 40,47,072",East India
2025-04-23,AD003,Placements,LinkedIn,17–21 Age,89597,3957,914,497,220,"? 56,902","? 9,17,613",East India
2025-04-24,AD003,Placements,LinkedIn,22–27 Age,219815,15931,2530,1544,888,"? 1,06,057","? 61,64,864",Pan India
2025-04-25,AD003,Placements,LinkedIn,17–21 Age,155800,6865,1272,765,363,"? 69,361","? 18,31,892",East India
2025-04-26,AD003,Placements,LinkedIn,25–35 Age,78865,2545,595,378,152,"? 70,156","? 11,36,109",Pan India
2025-04-27,AD003,Placements,LinkedIn,25–35 Age,106441,7731,1827,1072,449,"? 93,060","? 16,26,664",Pan India
2025-04-28,AD003,Placements,LinkedIn,22–27 Age,108582,6075,1445,861,472,"? 61,992","? 28,63,429",South India
2025-04-29,AD003,Placements,LinkedIn,22–27 Age,203313,15538,2353,1144,655,"? 1,45,045","? 49,87,054",West India
2025-04-30,AD003,Placements,LinkedIn,25–35 Age,220384,8142,1402,907,369,"? 1,52,035","? 21,02,560",Pan India
2025-05-01,AD002,MBA Admission,Facebook,21–35 Age,240139,11309,1987,1165,696,"? 1,80,456","? 42,08,818",Pan India
2025-05-01,AD003,Placements,LinkedIn,22–27 Age,289903,22942,4003,2536,1136,"? 2,76,282","? 64,68,438",East India
2025-05-02,AD002,MBA Admission,Facebook,21–35 Age,145953,6934,1681,974,435,"? 80,170","? 25,31,629",West India
2025-05-02,AD003,Placements,LinkedIn,17–21 Age,224774,8087,1510,927,437,"? 1,44,247","? 28,06,122",Pan India
2025-05-03,AD002,MBA Admission,Facebook,21–35 Age,125764,4601,978,630,302,"? 67,772","? 23,49,380",North India
2025-05-03,AD003,Placements,LinkedIn,22–27 Age,283215,9156,1720,956,382,"? 2,74,488","? 14,91,751",East India
2025-05-04,AD002,MBA Admission,Facebook,21–35 Age,254360,11109,2734,1480,668,"? 2,26,645","? 27,92,260",North India
2025-05-04,AD003,Placements,LinkedIn,25–35 Age,67770,4813,744,355,155,"? 62,523","? 10,32,514",South India
2025-05-05,AD002,MBA Admission,Facebook,21–35 Age,208578,12706,2381,1311,655,"? 1,16,823","? 29,87,312",West India
2025-05-05,AD003,Placements,LinkedIn,22–27 Age,104892,8197,1255,616,347,"? 51,519","? 21,49,275",East India
2025-05-06,AD002,MBA Admission,Facebook,21–35 Age,174201,12488,2889,1838,796,"? 1,33,968","? 49,93,434",West India
2025-05-06,AD003,Placements,LinkedIn,22–27 Age,204932,9551,2028,1175,688,"? 1,19,604","? 25,30,464",South India
2025-05-07,AD002,MBA Admission,Facebook,21–35 Age,281251,18428,4606,2913,1585,"? 2,23,350","? 72,53,636",Pan India
2025-05-07,AD003,Placements,LinkedIn,22–27 Age,126647,7408,1738,883,464,"? 97,271","? 17,85,615",Pan India
2025-05-08,AD002,MBA Admission,Facebook,21–35 Age,97979,3175,583,301,168,"? 58,564","? 5,29,564",East India
2025-05-08,AD003,Placements,LinkedIn,25–35 Age,154994,5796,1347,863,431,"? 1,21,039","? 21,96,417",South India
2025-05-09,AD002,MBA Admission,Facebook,21–35 Age,258980,19662,3598,1763,758,"? 2,28,072","? 49,09,074",North India
2025-05-09,AD003,Placements,LinkedIn,22–27 Age,108431,6177,1134,595,240,"? 1,00,524","? 8,97,404",East India
2025-05-10,AD002,MBA Admission,Facebook,21–35 Age,51259,3592,541,312,131,"? 24,424","? 7,22,680",Pan India
2025-05-10,AD003,Placements,LinkedIn,22–27 Age,128908,5068,994,535,273,"? 1,01,892","? 13,20,648",Pan India
2025-05-11,AD002,MBA Admission,Facebook,21–35 Age,107884,5598,1238,596,240,"? 51,644","? 8,62,353",South India
2025-05-11,AD003,Placements,LinkedIn,22–27 Age,281759,18036,3182,2035,1042,"? 1,49,264","? 70,35,403",Pan India
2025-05-12,AD002,MBA Admission,Facebook,21–35 Age,109219,6309,1002,621,302,"? 80,142","? 15,35,750",Pan India
2025-05-12,AD003,Placements,LinkedIn,17–21 Age,56655,3075,664,314,152,"? 22,690","? 11,29,548",Pan India
2025-05-13,AD002,MBA Admission,Facebook,21–35 Age,127468,5926,1247,622,336,"? 1,01,926","? 18,59,497",North India
2025-05-13,AD003,Placements,LinkedIn,22–27 Age,263989,20499,4960,3112,1581,"? 2,41,711","? 1,04,22,583",East India
2025-05-14,AD002,MBA Admission,Facebook,21–35 Age,216556,14437,2858,1623,754,"? 1,87,568","? 26,02,263",North India
2025-05-14,AD003,Placements,LinkedIn,25–35 Age,176419,6312,1409,877,517,"? 1,56,086","? 39,22,073",North India
2025-05-15,AD002,MBA Admission,Facebook,21–35 Age,104288,4814,768,360,179,"? 86,527","? 9,37,903",West India
2025-05-15,AD003,Placements,LinkedIn,25–35 Age,246319,18568,2933,1874,956,"? 2,23,804","? 53,48,862",Pan India
2025-05-16,AD002,MBA Admission,Facebook,21–35 Age,272620,19195,3980,1800,723,"? 1,90,014","? 46,34,332",East India
2025-05-16,AD003,Placements,LinkedIn,17–21 Age,135416,9754,1804,831,444,"? 1,11,777","? 25,26,118",West India
2025-05-17,AD002,MBA Admission,Facebook,21–35 Age,205846,16047,2839,1461,602,"? 1,09,112","? 32,66,643",Pan India
2025-05-17,AD003,Placements,LinkedIn,17–21 Age,277369,9937,2473,1558,780,"? 1,97,983","? 40,85,032",West India
2025-05-18,AD002,MBA Admission,Facebook,21–35 Age,73028,3043,537,345,157,"? 45,541","? 6,98,668",North India
2025-05-18,AD003,Placements,LinkedIn,17–21 Age,154431,8758,1526,770,401,"? 67,379","? 31,82,834",South India
2025-05-19,AD002,MBA Admission,Facebook,21–35 Age,129271,8596,1731,909,413,"? 61,224","? 32,12,616",East India
2025-05-19,AD003,Placements,LinkedIn,25–35 Age,294707,9304,1777,925,464,"? 1,71,711","? 14,35,656",Pan India
2025-05-20,AD002,MBA Admission,Facebook,21–35 Age,163842,7426,1233,778,374,"? 74,195","? 25,31,864",North India
2025-05-20,AD003,Placements,LinkedIn,25–35 Age,170906,10548,1817,1173,608,"? 1,23,281","? 29,11,292",Pan India
2025-05-21,AD002,MBA Admission,Facebook,21–35 Age,61054,3895,951,543,240,"? 25,074","? 12,66,942",Pan India
2025-05-21,AD003,Placements,LinkedIn,22–27 Age,121352,4064,696,357,180,"? 54,959","? 9,41,034",South India
2025-05-22,AD002,MBA Admission,Facebook,21–35 Age,109881,4764,991,450,232,"? 99,135","? 15,80,448",North India
2025-05-22,AD003,Placements,LinkedIn,17–21 Age,228338,16682,2885,1390,593,"? 2,02,855","? 46,98,879",Pan India
2025-05-23,AD002,MBA Admission,Facebook,21–35 Age,138950,8247,1433,743,371,"? 87,585","? 22,75,198",East India
2025-05-23,AD003,Placements,LinkedIn,25–35 Age,81571,6335,1288,609,288,"? 69,380","? 10,03,969",North India
2025-05-24,AD002,MBA Admission,Facebook,21–35 Age,261935,11611,1967,1027,604,"? 2,09,519","? 30,96,991",North India
2025-05-24,AD003,Placements,LinkedIn,22–27 Age,107849,6825,1489,749,394,"? 81,201","? 12,55,932",Pan India
2025-05-25,AD002,MBA Admission,Facebook,21–35 Age,199889,7676,1181,628,295,"? 1,60,449","? 14,22,894",East India
2025-05-25,AD003,Placements,LinkedIn,17–21 Age,221701,9472,2148,1063,587,"? 1,67,628","? 33,63,822",North India
2025-05-26,AD002,MBA Admission,Facebook,21–35 Age,95432,7312,1525,799,461,"? 75,782","? 21,42,554",Pan India
2025-05-26,AD003,Placements,LinkedIn,25–35 Age,258060,19102,4745,2505,1316,"? 1,49,089","? 87,26,521",Pan India
2025-05-27,AD002,MBA Admission,Facebook,21–35 Age,161958,8826,1937,906,520,"? 70,026","? 39,44,516",North India
2025-05-27,AD003,Placements,LinkedIn,22–27 Age,298878,16202,3092,1903,1055,"? 1,56,886","? 71,49,954",West India
2025-05-28,AD002,MBA Admission,Facebook,21–35 Age,107903,3524,729,457,206,"? 1,03,431","? 13,53,200",West India
2025-05-28,AD003,Placements,LinkedIn,22–27 Age,173020,10599,1880,1217,720,"? 77,910","? 32,40,631",North India
2025-05-29,AD002,MBA Admission,Facebook,21–35 Age,208326,16547,2535,1311,579,"? 1,28,715","? 21,05,893",West India
2025-05-29,AD003,Placements,LinkedIn,17–21 Age,254367,11373,2455,1286,523,"? 1,44,783","? 35,34,997",Pan India
2025-05-30,AD002,MBA Admission,Facebook,21–35 Age,221642,16515,3805,2059,1044,"? 2,13,044","? 57,94,496",East India
2025-05-30,AD003,Placements,LinkedIn,22–27 Age,171248,12218,1850,1118,623,"? 1,61,174","? 43,80,151",West India
2025-05-31,AD002,MBA Admission,Facebook,21–35 Age,172441,10888,1929,985,439,"? 1,11,414","? 28,07,015",Pan India
2025-05-31,AD003,Placements,LinkedIn,22–27 Age,79898,3387,708,348,144,"? 46,054","? 6,64,446",North India
2025-06-01,AD002,MBA Admission,Facebook,21–35 Age,179655,5969,1158,725,292,"? 1,07,638","? 16,73,093",East India
2025-06-02,AD002,MBA Admission,Facebook,21–35 Age,112007,7687,1249,590,333,"? 69,690","? 18,49,660",Pan India
2025-06-03,AD002,MBA Admission,Facebook,21–35 Age,77080,2952,558,255,145,"? 53,641","? 6,68,676",East India
2025-06-04,AD002,MBA Admission,Facebook,21–35 Age,247271,13740,2356,1075,541,"? 2,24,943","? 34,79,855",Pan India
2025-06-05,AD002,MBA Admission,Facebook,21–35 Age,228774,15253,3595,2264,989,"? 1,92,239","? 37,67,178",West India
2025-06-06,AD002,MBA Admission,Facebook,21–35 Age,140336,10973,2525,1411,738,"? 1,01,942","? 34,05,727",West India
2025-06-07,AD002,MBA Admission,Facebook,21–35 Age,255443,9636,2306,1082,528,"? 1,08,919","? 16,41,516",South India
2025-06-08,AD002,MBA Admission,Facebook,21–35 Age,153084,4907,999,538,307,"? 97,654","? 15,86,488",North India
2025-06-09,AD002,MBA Admission,Facebook,21–35 Age,114699,4802,801,375,175,"? 79,600","? 11,26,491",South India
2025-06-10,AD002,MBA Admission,Facebook,21–35 Age,228607,11316,2761,1577,831,"? 1,99,080","? 55,13,048",West India
2025-06-11,AD002,MBA Admission,Facebook,21–35 Age,115246,7658,1593,756,338,"? 1,11,946","? 24,82,397",South India
2025-06-12,AD002,MBA Admission,Facebook,21–35 Age,265508,9396,1593,898,489,"? 1,84,409","? 22,19,085",West India
2025-06-13,AD002,MBA Admission,Facebook,21–35 Age,52092,2486,570,350,191,"? 35,364","? 14,23,039",South India
2025-06-14,AD002,MBA Admission,Facebook,21–35 Age,287149,12655,2180,1116,601,"? 2,41,882","? 42,27,410",East India
2025-06-15,AD002,MBA Admission,Facebook,21–35 Age,149833,7012,1494,738,297,"? 1,31,425","? 16,14,620",West India
2025-06-16,AD002,MBA Admission,Facebook,21–35 Age,255927,12698,2565,1291,774,"? 1,63,441","? 40,81,467",West India
2025-06-17,AD002,MBA Admission,Facebook,21–35 Age,234335,11764,1932,992,435,"? 1,64,277","? 15,44,375",East India
2025-06-18,AD002,MBA Admission,Facebook,21–35 Age,146202,11655,2425,1140,460,"? 79,711","? 21,66,582",North India
2025-06-19,AD002,MBA Admission,Facebook,21–35 Age,169807,5900,1002,543,271,"? 1,67,494","? 12,93,759",West India
2025-06-20,AD002,MBA Admission,Facebook,21–35 Age,51060,2259,559,276,121,"? 41,121","? 5,56,625",Pan India
2025-06-21,AD002,MBA Admission,Facebook,21–35 Age,299910,23654,5219,2461,1471,"? 1,47,277","? 70,40,895",East India
2025-06-22,AD002,MBA Admission,Facebook,21–35 Age,118757,6909,1251,711,363,"? 97,101","? 27,33,839",East India
2025-06-23,AD002,MBA Admission,Facebook,21–35 Age,215965,16744,3264,1645,772,"? 1,38,967","? 37,06,915",Pan India
2025-06-24,AD002,MBA Admission,Facebook,21–35 Age,251296,15390,3332,1741,721,"? 2,35,594","? 50,70,650",Pan India
2025-06-25,AD002,MBA Admission,Facebook,21–35 Age,58479,3449,525,332,138,"? 36,555","? 9,44,562",Pan India
2025-06-26,AD002,MBA Admission,Facebook,21–35 Age,89905,4837,875,550,241,"? 51,333","? 10,62,504",Pan India
2025-06-27,AD002,MBA Admission,Facebook,21–35 Age,92090,5092,879,474,260,"? 84,474","? 14,45,950",Pan India
2025-06-28,AD002,MBA Admission,Facebook,21–35 Age,118966,6945,1680,1063,602,"? 86,687","? 19,24,916",North India
2025-06-29,AD002,MBA Admission,Facebook,21–35 Age,54787,2701,414,256,108,"? 23,226","? 6,39,600",Pan India
2025-06-30,AD002,MBA Admission,Facebook,21–35 Age,81314,3799,757,427,191,"? 47,761","? 10,85,518",East India
2025-07-01,AD002,MBA Admission,Facebook,21–35 Age,92036,5655,1370,718,314,"? 63,224","? 13,66,952",Pan India
2025-07-02,AD002,MBA Admission,Facebook,21–35 Age,269403,18663,4144,2502,1360,"? 1,50,892","? 81,81,786",South India
2025-07-03,AD002,MBA Admission,Facebook,21–35 Age,56759,4315,975,572,279,"? 47,812","? 14,01,844",Pan India
2025-07-04,AD002,MBA Admission,Facebook,21–35 Age,294725,14169,3083,1956,783,"? 2,67,574","? 24,50,852",East India
2025-07-05,AD002,MBA Admission,Facebook,21–35 Age,284349,9408,1926,1228,734,"? 1,45,135","? 31,66,145",Pan India
2025-07-06,AD002,MBA Admission,Facebook,21–35 Age,215773,11011,2592,1638,787,"? 1,14,990","? 39,55,862",East India
2025-07-07,AD002,MBA Admission,Facebook,21–35 Age,265814,18135,3413,1802,979,"? 1,78,984","? 49,45,617",Pan India
2025-07-08,AD002,MBA Admission,Facebook,21–35 Age,254425,11942,2510,1384,700,"? 1,63,582","? 54,86,851",North India
2025-07-09,AD002,MBA Admission,Facebook,21–35 Age,259369,9336,2252,1107,588,"? 1,54,590","? 34,99,060",South India
2025-07-10,AD002,MBA Admission,Facebook,21–35 Age,221044,13069,2745,1298,558,"? 1,60,690","? 32,36,188",North India
2025-07-11,AD002,MBA Admission,Facebook,21–35 Age,94706,5747,890,494,278,"? 65,416","? 21,44,560",Pan India
2025-07-12,AD002,MBA Admission,Facebook,21–35 Age,176503,10957,1846,985,397,"? 1,45,083","? 14,68,397",East India
2025-07-13,AD002,MBA Admission,Facebook,21–35 Age,237358,14516,2484,1272,548,"? 1,33,175","? 42,27,791",South India
2025-07-14,AD002,MBA Admission,Facebook,21–35 Age,50848,3877,825,405,190,"? 43,222","? 13,23,601",West India
2025-07-15,AD002,MBA Admission,Facebook,21–35 Age,96272,7109,1160,673,373,"? 61,170","? 16,45,197",Pan India
2025-07-16,AD002,MBA Admission,Facebook,21–35 Age,163136,7760,1293,616,309,"? 81,536","? 19,96,808",South India
2025-07-17,AD002,MBA Admission,Facebook,21–35 Age,224881,13220,2919,1678,726,"? 2,09,811","? 40,54,986",South India
2025-07-18,AD002,MBA Admission,Facebook,21–35 Age,107896,6609,1436,892,459,"? 1,04,215","? 23,67,563",East India
2025-07-19,AD002,MBA Admission,Facebook,21–35 Age,100529,3042,580,326,173,"? 52,428","? 12,69,806",East India
